;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
1733;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1734;Новый;Renault Logan II Рестайлинг;809 000 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1735;104 000 км;Renault Logan I Рестайлинг;375 000 ₽;2014;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1736;253 800 км;Renault Logan I Рестайлинг;250 000 ₽;2012;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1737;155 000 км;Renault Logan I Рестайлинг;380 000 ₽;2010;механика;седан;передний;чёрный;1.6 л/102л.с./Бензин
1738;200 000 км;Renault Logan I Рестайлинг;230 000 ₽;2014;механика;седан;передний;серый;1.4 л/75л.с./Бензин
1739;3 000 км;Renault Logan II Рестайлинг Stepway;910 000 ₽;2020;автомат;седан;передний;серый;1.6 л/102л.с./Бензин
1740;Новый;Renault Logan II Рестайлинг;683 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1741;Новый;Renault Logan II Рестайлинг Stepway;от 796 577 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1742;34 000 км;Renault Logan II Рестайлинг;727 000 ₽;2018;автомат;седан;передний;коричневый;1.6 л/102л.с./Бензин
1743;201 137 км;Renault Logan II;387 000 ₽;2013;механика;седан;передний;белый;1.2 л/73л.с./Бензин
1744;8 000 км;Renault Logan II Рестайлинг Stepway;850 000 ₽;2020;механика;седан;передний;коричневый;1.6 л/113л.с./Бензин
1745;Новый;Renault Logan II Рестайлинг Stepway;960 000 ₽;2020;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1746;Новый;Renault Logan II Рестайлинг;891 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1747;Новый;Renault Logan II Рестайлинг Stepway;от 733 100 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1748;Новый;Renault Logan II Рестайлинг Stepway;от 773 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1749;Новый;Renault Logan II Рестайлинг;от 608 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1750;Новый;Renault Logan II Рестайлинг;929 000 ₽;2020;автомат;седан;передний;Drive;1.6 л/102л.с./Бензин
1751;Новый;Renault Logan II Рестайлинг Stepway;от 882 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1752;280 000 км;Renault Logan I Рестайлинг;280 000 ₽;2012;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1753;Новый;Renault Logan II Рестайлинг Stepway;от 773 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1754;Новый;Renault Logan II Рестайлинг Stepway;909 000 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1755;Новый;Renault Logan II Рестайлинг Stepway;от 781 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1756;Новый;Renault Logan II Рестайлинг Stepway;от 733 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1757;76 000 км;Renault Logan II;515 000 ₽;2017;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1758;Новый;Renault Logan II Рестайлинг;851 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1759;Новый;Renault Logan II Рестайлинг Stepway;от 733 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1760;69 016 км;Renault Logan II;499 000 ₽;2015;робот;седан;передний;белый;1.6 л/82л.с./Бензин
1761;Новый;Renault Logan II Рестайлинг Stepway;от 776 700 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1762;Новый;Renault Logan II Рестайлинг;808 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1763;55 458 км;Renault Logan I Рестайлинг;399 000 ₽;2014;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1764;Новый;Renault Logan II Рестайлинг;от 673 300 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1765;Новый;Renault Logan II Рестайлинг Stepway;от 792 837 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1766;Новый;Renault Logan II Рестайлинг;от 670 100 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1767;Новый;Renault Logan II Рестайлинг;812 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1768;Новый;Renault Logan II Рестайлинг Stepway;от 753 890 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1769;Новый;Renault Logan II Рестайлинг;851 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1770;Новый;Renault Logan II Рестайлинг;685 000 ₽;2020;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1771;Новый;Renault Logan II Рестайлинг Stepway;от 733 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1772;Новый;Renault Logan II Рестайлинг Stepway;от 737 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1773;Новый;Renault Logan II Рестайлинг;от 533 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1774;Новый;Renault Logan II Рестайлинг;от 831 937 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1775;Новый;Renault Logan II Рестайлинг Stepway;от 889 864 ₽;2020;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
1776;Новый;Renault Logan II Рестайлинг Stepway;от 926 436 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1777;Новый;Renault Logan II Рестайлинг Stepway;от 773 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1778;Новый;Renault Logan II Рестайлинг Stepway;от 760 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1779;Новый;Renault Logan II Рестайлинг;868 562 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1780;Новый;Renault Logan II Рестайлинг Stepway;910 000 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1781;Новый;Renault Logan II Рестайлинг Stepway;от 959 527 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1782;Новый;Renault Logan II Рестайлинг Stepway;999 999 ₽;2020;вариатор;седан;передний;Stepway Drive City;1.6 л/113л.с./Бензин
1783;Новый;Renault Logan II Рестайлинг Stepway;937 000 ₽;2020;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
1784;Новый;Renault Logan II Рестайлинг Stepway;951 000 ₽;2020;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
1785;Новый;Renault Logan II Рестайлинг Stepway;от 895 992 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1786;Новый;Renault Logan II Рестайлинг;864 937 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1787;Новый;Renault Logan II Рестайлинг Stepway;880 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1788;Новый;Renault Logan II Рестайлинг Stepway;850 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1789;Новый;Renault Logan II Рестайлинг Stepway;848 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1790;Новый;Renault Logan II Рестайлинг;957 600 ₽;2020;автомат;седан;передний;Drive;1.6 л/102л.с./Бензин
1791;Новый;Renault Logan II Рестайлинг Stepway;1 047 781 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1792;Новый;Renault Logan II Рестайлинг;827 000 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1793;Новый;Renault Logan II Рестайлинг Stepway;848 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1794;Новый;Renault Logan II Рестайлинг Stepway;924 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1795;Новый;Renault Logan II Рестайлинг;851 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1796;Новый;Renault Logan II Рестайлинг;685 000 ₽;2020;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1797;Новый;Renault Logan II Рестайлинг Stepway;от 714 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1798;Новый;Renault Logan II Рестайлинг;от 670 100 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1799;Новый;Renault Logan II Рестайлинг;от 764 000 ₽;2021;автомат;седан;передний;Drive;1.6 л/102л.с./Бензин
1800;Новый;Renault Logan II Рестайлинг Stepway;от 772 500 ₽;2020;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
